0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,0.00,0.00,853.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,213.33,986.67,800.00,53.33,0.00,693.33,0.00,0.00,693.33,0.00,0.00,0.00,693.33,480.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,0.00,853.33,0.00,0.00,0.00,986.67,0.00,0.00,0.00,426.67,0.00,0.00,0.00,213.33,0.00,800.00,746.67,0.00,33.33,33.33,0.00,693.33,0.00,0.00,0.00,693.33,480.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,0.00,853.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,906.67,0.00,106.67,1040.00,0.00,693.33,693.33,0.00,0.00,0.00,0.00,0.00,693.33,480.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,0.00,853.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,906.67,0.00,1093.33,746.67,0.00,33.33,693.33,0.00,0.00,0.00,0.00,0.00,693.33,480.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,0.00,853.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,906.67,986.67,800.00,53.33,0.00,693.33,0.00,0.00,0.00,0.00,0.00,0.00,693.33,480.00
506.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.33,853.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,0.00,0.00,906.67,0.00,800.00,746.67,0.00,33.33,33.33,0.00,33.33,0.00,0.00,0.00,726.67
0.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1546.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1120.00,0.00,0.00,0.00,213.33,0.00,106.67,1040.00,0.00,693.33,693.33,0.00,693.33,0.00,0.00,0.00
0.00,0.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1546.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1120.00,0.00,0.00,0.00,213.33,0.00,1093.33,746.67,0.00,33.33,693.33,0.00,693.33,0.00,0.00
0.00,0.00,0.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1546.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1120.00,0.00,0.00,0.00,213.33,986.67,800.00,53.33,0.00,693.33,0.00,0.00,693.33,0.00
0.00,0.00,0.00,0.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1546.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1120.00,0.00,0.00,0.00,1200.00,0.00,800.00,746.67,0.00,33.33,33.33,0.00,693.33
0.00,0.00,0.00,0.00,0.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1546.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1120.00,0.00,0.00,0.00,906.67,0.00,106.67,1040.00,0.00,693.33,693.33,0.00
0.00,0.00,0.00,0.00,0.00,0.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1546.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1120.00,0.00,0.00,0.00,906.67,0.00,1093.33,746.67,0.00,33.33,693.33
0.00,0.00,0.00,0.00,0.00,0.00,0.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1546.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1120.00,0.00,0.00,0.00,906.67,986.67,800.00,53.33,0.00,693.33
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1546.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2106.67,0.00,0.00,0.00,906.67,0.00,800.00,746.67,0.00
