0.00,0.00,933.33,0.00,0.00,0.00,177.78,0.00,911.11,622.22,0.00,72.22,577.78,0.00,577.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,577.78,711.11,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,933.33,0.00,0.00,0.00,177.78,822.22,666.67,44.44,0.00,622.22,0.00,0.00,577.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,577.78,711.11,0.00,0.00,0.00,0.00
22.22,0.00,0.00,0.00,933.33,0.00,0.00,0.00,177.78,0.00,666.67,622.22,0.00,72.22,27.78,0.00,577.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,577.78,711.11,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,933.33,0.00,0.00,0.00,755.56,0.00,88.89,866.67,0.00,622.22,577.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,577.78,711.11,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,933.33,0.00,0.00,0.00,755.56,0.00,911.11,622.22,0.00,72.22,577.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,577.78,711.11,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.33,0.00,0.00,0.00,755.56,822.22,666.67,44.44,0.00,622.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,577.78,711.11
733.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.33,0.00,0.00,0.00,755.56,0.00,666.67,622.22,0.00,72.22,27.78,0.00,27.78,0.00,0.00,0.00,27.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,577.78
0.00,1288.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.56,0.00,0.00,0.00,177.78,0.00,88.89,866.67,0.00,622.22,577.78,0.00,577.78,0.00,0.00,0.00,577.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,1288.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.56,0.00,0.00,0.00,177.78,0.00,911.11,622.22,0.00,72.22,577.78,0.00,577.78,0.00,0.00,0.00,577.78,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,1288.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.56,0.00,0.00,0.00,177.78,822.22,666.67,44.44,0.00,622.22,0.00,0.00,577.78,0.00,0.00,0.00,577.78,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,1288.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.56,0.00,0.00,0.00,1000.00,0.00,666.67,622.22,0.00,72.22,27.78,0.00,577.78,0.00,0.00,0.00,577.78,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,1288.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.56,0.00,0.00,0.00,755.56,0.00,88.89,866.67,0.00,622.22,577.78,0.00,0.00,0.00,0.00,0.00,577.78,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,1288.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.56,0.00,0.00,0.00,755.56,0.00,911.11,622.22,0.00,72.22,577.78,0.00,0.00,0.00,0.00,0.00,577.78,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1288.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.56,0.00,0.00,0.00,755.56,822.22,666.67,44.44,0.00,622.22,0.00,0.00,0.00,0.00,0.00,0.00,577.78,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1288.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1177.78,0.00,0.00,0.00,755.56,0.00,666.67,622.22,0.00,72.22,27.78,0.00,27.78,0.00,0.00,0.00,577.78
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1288.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.33,0.00,0.00,0.00,177.78,0.00,88.89,866.67,0.00,622.22,577.78,0.00,577.78,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1288.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.33,0.00,0.00,0.00,177.78,0.00,911.11,622.22,0.00,72.22,577.78,0.00,577.78,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1288.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.33,0.00,0.00,0.00,177.78,822.22,666.67,44.44,0.00,622.22,0.00,0.00,577.78,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1288.89,0.00,0.00,0.00,822.22,0.00,0.00,0.00,933.33,0.00,0.00,0.00,177.78,0.00,666.67,622.22,0.00,72.22,27.78,0.00,577.78
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1288.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.33,0.00,0.00,0.00,755.56,0.00,88.89,866.67,0.00,622.22,577.78,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1288.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.33,0.00,0.00,0.00,755.56,0.00,911.11,622.22,0.00,72.22,577.78
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1288.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.33,0.00,0.00,0.00,755.56,822.22,666.67,44.44,0.00,622.22
66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1288.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.33,0.00,0.00,0.00,755.56,0.00,666.67,622.22,0.00
