0.00,778.57,35.71,0.00,35.71,0.00,0.00,0.00,35.71,0.00,571.43,0.00,0.00,0.00,0.00,0.00,35.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,914.29,0.00,0.00,0.00,0.00,0.00,35.71,0.00,457.14,0.00,0.00,0.00,228.57,0.00,114.29,57.14
828.57,0.00,0.00,742.86,0.00,742.86,0.00,0.00,0.00,742.86,0.00,571.43,0.00,0.00,0.00,0.00,0.00,742.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,742.86,914.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,457.14,0.00,0.00,0.00,228.57,0.00,114.29
142.86,57.14,0.00,778.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,571.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,914.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,457.14,0.00,0.00,0.00,228.57,0.00
28.57,857.14,800.00,0.00,0.00,0.00,0.00,742.86,0.00,0.00,0.00,742.86,0.00,571.43,0.00,0.00,0.00,0.00,0.00,742.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,742.86,0.00,914.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,457.14,0.00,0.00,0.00,228.57
257.14,0.00,114.29,57.14,0.00,778.57,35.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,571.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,914.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,457.14,0.00,0.00,0.00
0.00,971.43,0.00,114.29,1857.14,0.00,0.00,742.86,0.00,0.00,0.00,0.00,0.00,742.86,0.00,571.43,0.00,0.00,0.00,0.00,742.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,742.86,0.00,0.00,914.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,457.14,0.00,0.00
0.00,0.00,228.57,0.00,1171.43,57.14,0.00,778.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,571.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,914.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,457.14,0.00
0.00,0.00,0.00,971.43,1057.14,857.14,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,742.86,0.00,571.43,0.00,0.00,0.00,742.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,742.86,0.00,0.00,0.00,914.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,457.14
485.71,0.00,0.00,0.00,228.57,0.00,114.29,57.14,0.00,778.57,35.71,0.00,35.71,0.00,0.00,0.00,0.00,0.00,571.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,914.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1200.00,0.00,0.00,0.00,228.57,0.00,114.29,1857.14,0.00,0.00,742.86,0.00,742.86,0.00,0.00,0.00,0.00,0.00,571.43,0.00,0.00,742.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,742.86,0.00,0.00,0.00,0.00,914.29,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,457.14,0.00,0.00,0.00,228.57,0.00,1171.43,57.14,0.00,778.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,571.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,914.29,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,1200.00,0.00,0.00,0.00,228.57,1057.14,857.14,800.00,0.00,0.00,0.00,0.00,742.86,0.00,0.00,0.00,0.00,0.00,571.43,0.00,742.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,742.86,0.00,0.00,0.00,0.00,0.00,914.29,0.00,0.00,0.00,0.00
28.57,0.00,0.00,0.00,457.14,0.00,0.00,0.00,228.57,0.00,114.29,57.14,0.00,778.57,35.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,571.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,914.29,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,1200.00,0.00,0.00,0.00,971.43,0.00,114.29,1857.14,0.00,0.00,742.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,571.43,742.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,742.86,0.00,0.00,0.00,0.00,0.00,0.00,914.29,0.00,0.00
